Date,open,high,low,close,volume
2025/08/02,113248.83,114023.58,112000.0,112542.74,2946.581116
2025/08/03,112542.75,114794.99,111903.68,114215.73,2212.372784
2025/08/04,114215.7,115756.06,114118.18,115051.85,4655.538662
2025/08/05,115056.14,115112.75,112622.14,114112.95,4943.389306
2025/08/06,114112.95,115749.99,113347.87,115028.83,4481.394747
2025/08/07,115028.83,117687.0,114268.6,117515.49,5804.239608
2025/08/08,117515.69,117687.0,115800.0,116683.79,4870.304243
2025/08/09,116683.79,117937.89,116343.34,116492.51,2586.171293
2025/08/10,116492.5,119324.08,116480.0,119309.37,2850.61404
2025/08/11,119309.37,122319.14,118050.0,118701.84,7220.808199
2025/08/12,118701.83,120327.0,118190.81,120113.18,4615.458351
2025/08/13,120109.04,123740.24,118931.34,123365.63,8512.886096
2025/08/14,123365.63,124533.0,117208.97,118389.79,10154.0494
2025/08/15,118389.79,119339.57,116859.32,117436.96,4990.799358
2025/08/16,117436.95,118028.68,117222.01,117455.68,1781.694385
2025/08/17,117455.69,118641.6,117249.49,117488.6,2021.61752
2025/08/18,117488.59,117633.8,114703.26,116286.76,6762.853667
2025/08/19,116286.75,116792.87,112696.56,112856.19,7918.584528
2025/08/20,112853.66,114627.37,112344.11,114276.0,5764.276051
2025/08/21,114276.0,114812.0,111964.0,112480.3,6033.744354
2025/08/22,112480.29,117416.73,111649.75,116908.68,8547.720891
2025/08/23,116911.9,116999.03,114505.0,115383.87,2245.419253
2025/08/24,115383.87,115616.53,110635.0,113478.0,4602.763225
2025/08/25,113478.0,113645.32,109275.74,110127.74,8509.206587
2025/08/26,110127.74,112399.99,108670.0,111788.01,7735.565248
2025/08/27,111788.04,112683.39,110351.11,111253.21,5151.421279
2025/08/28,111253.22,113480.0,110858.78,112574.85,4637.291822
2025/08/29,112574.84,112642.53,107469.13,108378.32,7806.093833
2025/08/30,108378.32,108928.79,107369.69,108827.93,2828.674616
2025/08/31,108827.92,109489.79,108060.79,108247.95,2702.509576
2025/09/01,108247.95,109907.51,107250.0,109240.55,5396.96366
2025/09/02,109240.55,111801.86,108400.0,111247.94,7398.405958
2025/09/03,111247.94,112600.0,110533.77,111756.41,5205.450313
2025/09/04,111756.4,112235.6,109321.0,110720.79,5253.714082
2025/09/05,110714.48,113390.0,110202.36,110670.02,7218.591245
2025/09/06,110670.02,111317.65,109993.0,110212.6,1621.650177
2025/09/07,110214.21,111600.0,110200.01,111129.61,1646.117642
2025/09/08,111120.38,112940.84,110600.0,112072.57,5158.432948
2025/09/09,112072.57,113292.96,110765.72,111549.32,5158.457332
2025/09/10,111546.61,114362.1,110919.55,113983.97,7249.993467
2025/09/11,113983.98,115554.53,113433.92,115540.0,5575.360741
2025/09/12,115540.01,116833.25,114774.19,116106.03,6493.576328
2025/09/13,116106.03,116378.04,115177.53,115968.35,2173.496518
2025/09/14,115968.33,116226.61,115166.0,115314.13,1967.886838
2025/09/15,115314.12,116802.0,114395.84,115381.08,6142.678595
2025/09/16,115381.07,117000.0,114750.0,116832.56,6012.583134
2025/09/17,116832.56,117327.24,114724.57,116484.4,7151.300338
2025/09/18,116484.4,117998.17,116125.08,117117.99,7140.41942
2025/09/19,117117.99,117516.36,115132.71,115690.55,5874.115521
2025/09/20,115690.55,116194.63,115463.22,115752.4,2830.850254
2025/09/21,115752.9,115900.02,115237.16,115282.27,2071.018928
2025/09/22,115282.26,115441.37,111761.22,112736.59,8494.390978
2025/09/23,112736.59,113357.0,111502.08,112017.21,4512.046188
2025/09/24,112017.21,113999.98,111066.07,113348.17,4932.883035
2025/09/25,113348.16,113561.35,108623.7,109035.72,9197.266394
2025/09/26,109036.0,110369.99,108645.02,109697.29,6826.16969
2025/09/27,109697.29,109815.08,109116.0,109681.16,1950.487034
2025/09/28,109681.15,112385.84,109230.98,112197.67,2397.097144
2025/09/29,112197.66,114490.0,111582.65,114365.07,5553.4178
2025/09/30,114361.66,114850.0,112695.85,114067.71,5044.091582
2025/10/01,114067.71,118718.8,113975.5,118659.97,9687.122888
2025/10/02,118662.72,121111.0,118336.01,120621.32,8816.902523
2025/10/03,120621.33,123996.81,119327.83,122318.4,11835.08734
2025/10/04,122318.39,122896.0,121572.64,122458.56,2705.288185
2025/10/05,122458.55,125750.0,122195.28,123520.79,5820.770132
2025/10/06,123520.8,126296.0,123115.77,124720.09,9135.308645
2025/10/07,124723.57,125226.34,120636.0,121393.95,8699.840654
2025/10/08,121393.96,124254.31,121090.06,123343.25,6727.948485
2025/10/09,123343.24,123822.08,119713.65,121714.51,6980.152103
2025/10/10,121714.51,122600.0,107000.0,112980.28,22432.34376
2025/10/11,112976.01,113439.99,109683.96,110768.89,10041.88198
2025/10/12,110768.9,115847.0,109687.46,115067.98,9699.035645
2025/10/13,115067.96,116077.51,113700.27,115274.03,8147.761045
2025/10/14,115274.03,115514.91,109945.86,113068.0,11955.35438
2025/10/15,113072.18,113671.99,110185.87,110804.12,7440.037825
2025/10/16,110804.11,112021.07,107464.53,108198.0,14792.78755
2025/10/17,108197.99,109269.97,103516.75,106463.3,13824.34463
2025/10/18,106462.09,107535.68,106357.69,107208.91,3552.609595
2025/10/19,107208.91,109499.0,106091.25,108676.78,4841.63813
2025/10/20,108676.77,111748.6,107449.91,110568.06,6286.43529
2025/10/21,110568.05,114082.29,107444.6,108362.27,12890.45189
2025/10/22,108357.99,109188.27,106639.0,107585.98,9311.339866
2025/10/23,107588.02,111342.6,107511.46,110116.03,6881.358513
2025/10/24,110116.02,112158.39,109725.51,111042.13,5915.094771
2025/10/25,111042.13,111968.52,110693.01,111666.21,1478.94799
2025/10/26,111666.22,115542.0,111260.33,114548.09,3808.171936
2025/10/27,114561.69,116410.06,113833.12,114087.06,5491.525819
2025/10/28,114087.06,116114.13,112203.0,112906.75,5342.861346
2025/10/29,112906.75,113690.17,109000.0,110032.13,6110.480877
2025/10/30,110031.65,111629.2,106279.33,108308.18,8481.347436
2025/10/31,108308.02,111066.1,108266.11,109555.27,6858.475222
2025/11/01,109555.63,110500.0,109342.47,110052.25,1707.447136
2025/11/02,110052.25,111221.99,108800.0,110536.01,3777.578225
2025/11/03,110533.83,110749.0,105271.67,106557.98,8657.306838
2025/11/04,106557.98,107269.85,98892.97,101468.15,17052.8221
2025/11/05,101468.16,104550.0,98950.0,103869.0,10844.84576
2025/11/06,103866.67,104191.19,100235.02,101290.5,9488.569111
2025/11/07,101290.5,104041.99,99170.0,103284.27,9981.70774
2025/11/08,103281.79,103350.0,101422.74,102249.2,4356.509973
